"words","class","group","rooms","comments"
"rest | מנוחה | לנוח | שארית","NOUN | IMPERATIVE_VERB","1182","",""
"sconce","NOUN | IMPERATIVE_VERB","1183","",""
"snore | נחירה | לנחור | נחר","NOUN | IMPERATIVE_VERB","1184","",""
"stand | לעמוד | עמדה | דוכן | לקום","NOUN | IMPERATIVE_VERB","1185","",""
"taste | טעם | לטעום | טעימה","NOUN | IMPERATIVE_VERB","1186","",""
"travel | נסיעה | לנסוע","NOUN | IMPERATIVE_VERB","1187","",""
"view | נוף | לצפות | מבט","NOUN | IMPERATIVE_VERB","1188","",""
"wish | משאלה | לאחל","NOUN | IMPERATIVE_VERB","1189","",""
"clean | נקי | לנקות | מנקה","ADJECTIVE | IMPERATIVE_VERB","1190","",""
"dry | יבש | לייבש | יובש","ADJECTIVE | IMPERATIVE_VERB","1191","",""
"empty | ריק | לרוקן | ריקנות","ADJECTIVE | IMPERATIVE_VERB","1192","",""
"lower | להוריד | להנמיך","ADJECTIVE | IMPERATIVE_VERB","1193","",""
"enchant | להקסים | לכשף | להלהיב","ADJECTIVE | IMPERATIVE_VERB","1194","",""
"disenchant | dispel | לבטל | להפיג | ניטרול | הופכי | הסרה | נגדי | ההסרה","NOUN | IMPERATIVE_VERB","1195","",""
"heal | להחלים | לרפא","IMPERATIVE_VERB","1196","",""
"sneak | להתגנב | חמקן","IMPERATIVE_VERB","1197","",""
"spin | לסובב","IMPERATIVE_VERB","1198","",""
"twist | פיתול | עיוות","IMPERATIVE_VERB","1199","",""
"dance | לרקוד | ריקוד | רוקד","NOUN | IMPERATIVE_VERB","1200","",""
"free | release | לשחרר | חופשי | שחרור","ADJECTIVE | IMPERATIVE_VERB","1201","",""
"deal | עסקה | להתמודד | להתעסק","NOUN | IMPERATIVE_VERB","1202","",""
"glow | לזהור","IMPERATIVE_VERB","1203","",""
"recite | לדקלם | דקלום","IMPERATIVE_VERB","1204","",""
"run | לרוץ | ריצה | לנהל","IMPERATIVE_VERB","1205","",""
"calm | quiet | still | רגוע | שקט | עדיין | הרגעה","NOUN | IMPERATIVE_VERB","1206","",""
"ride | לרכב | רכיבה","NOUN | IMPERATIVE_VERB","1207","",""
"damage | hurt | injure | להזיק | לפגוע | לפצוע","IMPERATIVE_VERB","1208","",""
"dodge","IMPERATIVE_VERB","1209","",""
"duck | להתכופף | ברווז | להתחמק","IMPERATIVE_VERB","1210","",""
"parry | להדוף | הדיפה","IMPERATIVE_VERB","1211","",""
"block | לחסום | בלוק | מחסום","NOUN | IMPERATIVE_VERB","1212","",""
"thrust","IMPERATIVE_VERB","1213","",""
"learn | ללמוד | למוד | למידה","IMPERATIVE_VERB","1214","",""
"teach | ללמד","IMPERATIVE_VERB","1215","",""
"hiden | מוחבא | נסתר | חבוי | היידן | הידן | מעך","IMPERATIVE_VERB","1216","",""
"rub | לשפשף | שפשוף | חיכוך","IMPERATIVE_VERB","1217","",""
"teleport | tp","IMPERATIVE_VERB","1218","",""
"extinguish | לכבות | כיבוי","IMPERATIVE_VERB","1219","",""
"halt | לעצור | עצירה | פסק","IMPERATIVE_VERB","1220","",""
"unbar","IMPERATIVE_VERB","1221","",""
"put | לשים | להניח | הניח","IMPERATIVE_VERB","1222","",""
"reflect | לשקף | להרהר","IMPERATIVE_VERB","1223","",""
"prepare | להכין | להתכונן","IMPERATIVE_VERB","1224","",""
"resign | surrender | להתפטר | להיכנע | כניעה","IMPERATIVE_VERB","1225","",""
"pry | לחטט | חטטנות","IMPERATIVE_VERB","1226","",""
"gather | לאסוף | כינוס","IMPERATIVE_VERB","1227","",""
"thank | thanks | להודות | תודה | תודות","IMPERATIVE_VERB","1228","",""
"adventurer | הרפתקן | חוקר | נועז","NOUN","2000","",""
"antwerp | twerp | אנטוורפן | אנטוורפ","NOUN","2001","",""
"assistant | עוזר | סייע | עוזרת","NOUN","2002","",""
"baker | אופה | אופים","NOUN","2003","",""
"barber","NOUN","2004","",""
"bartender | ברמן | מוזג","NOUN","2005","",""
"beggar | קבצן | אביון | עני | לקבצן","NOUN","2006","",""
"boris | בוריס","NOUN","2007","",""
"butcher | קצב | שוחט | קצבים","NOUN","2008","",""
"cashier | קופאי | קופאית | גזבר","NOUN","2009","",""
"centaur | קנטאור","NOUN","2010","",""
"cheetaur | ציטאור","NOUN","2011","",""
"deputy | סגן | שליח","NOUN","2012","",""
"djinn | ג'יני | שד","NOUN","2013","",""
"dragon | דרקון | תנין | הדרקון","NOUN","2014","",""
"bum | drunk | wino | הומלס | שיכור | אלכוהוליסט","NOUN","2015","",""
"efreet | עפרית","NOUN","2016","",""
"erana | אירנה | ארנה","NOUN","2017","",""
"dad | father | pop | אבא","NOUN","2018","",""
"farmer | חקלאי | איכר | חקלאית | חוואי","NOUN","2019","",""
"folk | קהל","NOUN","2020","",""
"gambler | מהמר | מהמרת | קלפן","NOUN","2021","",""
"gaunt | כחוש | רזה | חיוור","NOUN","2022","",""
"girl | ילדה | נערה","NOUN","2023","",""
"gnome | גמד | גנום | ננס","NOUN","2024","",""
"goon | בריון | קלגס","NOUN","2025","",""
"grandfather | סבא | סב","NOUN","2026","",""
"gypsy | צועני | צוענייה | נווד","NOUN","2027","",""
"handyman | שיפוצניק | הנדימן","NOUN","2028","",""
"halfwitten | hans | הנס","NOUN","2029","",""
"hero | גיבור | אלוף | גיבורה","NOUN","2031","",""
"filly | hilde | סייחה | הילדה | עלמה","NOUN","2032","",""
"innkeeper | פונדקאי | מארח","NOUN","2033","",""
"katta | קאטה","NOUN","2034","",""
"keeper | ממונה | שומרת","NOUN","2035","",""
"leader | מנהיג | מוביל","NOUN","2036","",""
"lol | חחח | צחוק | בכיף","NOUN","2037","",""
"guildmaster","NOUN","2038","",""
"moose | moosehead | מוז | מוס","NOUN","2039","",""
"ogre | עוג ","NOUN","2040","",""
"otto | אוטו","NOUN","2041","",""
"player | שחקן | נגן | שחקנית","NOUN","2042","",""
"erasmus | ארסמוס","NOUN","2043","",""
"saurus | זאורוס | דינוזאור","NOUN","2044","",""
"shameen | שאמין","NOUN","2045","",""
"shema | שמה | שימה","NOUN","2046","",""
"caster | spellcaster","NOUN","2047","",""
"troll | טרול | הטרול","NOUN","2048","",""
"von | פון","NOUN","2049","",""
"warlock | מכשף","NOUN","2050","",""
"wizard | קוסם | קוסמת","NOUN","2051","",""
"zara | זארה","NOUN","2052","",""
"zauberberg | צאוברברג","NOUN","2053","",""
"ali | hasan | עלי | חסן","NOUN","2054","",""
"baron | stefan | ברון | סטפן","NOUN","2055","",""
"barnard | baronet | son | ברנרד | ברונט | בן","NOUN","2056","",""
"baba | hag | witch | yaga | בבה | מכשפה | יאגה | זקנה | באבא | יגה | יגא","NOUN","2057","",""
"bandit | brigand | robber | שודד | שודדים","NOUN","2058","",""
"cat | kitten | kitty | חתול | חתלתול | קיטי","NOUN","2059","",""
"bouncer | crusher | סדרן | מוחץ | מרסק","NOUN","2060","",""
"damiano | דמיאנו","NOUN","2061","",""
"elsa | אלזה","NOUN","2062","",""
"faerie | faery | fairy | פיה | פיות","NOUN","2063","",""
"griffin | griffon | gryphon | גריפון","NOUN","2064","",""
"kaspar | milchtoast | קספר | חלשלוש | פחדן","NOUN","2065","",""
"mage | magician | sorcerer | אשף","NOUN","2066","",""
"creature | יצור | בריה","NOUN","2067","",""
"abdulla | doo | merchant | עבדאללה | דו | סוחר | סוחרים","NOUN","2068","",""
"bull | minotaur | שור | מינוטאור | פר | מינטאור","NOUN","2069","",""
"owner | proprietor | בעל | הבעלים | בעלים","NOUN","2070","",""
"yorick | יוריק","NOUN","2071","",""
"meisterson | meistersson | schultz | sheriff | sherrif | sherriff | shultz | מייסטרסון | שריף | שולץ","NOUN","2072","",""
"shopkeeper | storekeeper | חנווני","NOUN","2073","",""
"thief | thieves | גנבים | גנב","NOUN","2074","",""
"sam | tinker | סם | פחח","NOUN","2075","",""
"seller | vendor | מוכר | ספק | רוכל","NOUN","2076","",""
"hostess | waitress | מארחת | מלצרית | מגישה","NOUN","2077","",""
"abenteuer | wolf | wolfgang | זאב | וולפגנג","NOUN","2078","",""
"female | lady | woman | women | נקבה | גברת | אישה | נשים","NOUN","2079","",""
"dude | guy | man | men | בחור | גבר | גברים | איש","NOUN","2080","",""
"people | person | אנשים | אדם","NOUN","2081","",""
"sorry | סליחה | מצטער","NOUN","2082","",""
"bye | goodbye | להתראות | ביי","NOUN","2083","",""
"hello | hi | howdy | הי","NOUN","2084","",""
"game | משחק | ציד","NOUN","2085","",""
"inventory | מלאי | מצאי","NOUN","2086","",""
"room | חדר | מרחב","NOUN","2087","",""
"speed | מהירות | מהר","NOUN","2088","",""
"north | צפונה","NOUN","2089","",""
"south | דרום | דרומה","NOUN","2090","",""
"east | מזרח | מזרחה","NOUN","2091","",""
"west | מערב | מערבה","NOUN","2092","",""
"adventure | הרפתקה","NOUN","2093","",""
"adventuring | הרפתקנות","NOUN","2094","",""
"affair | רומן | עניין | פרשה","NOUN","2095","",""
"afternoon | אחה"צ | צהריים","NOUN","2096","",""
"alabaster | אלבסטר | צח","NOUN","2097","",""
"alcove | גומחה | פינה | חלל","NOUN","2098","",""
"alertness | עירנות | ערנות | דריכות","NOUN","2099","",""
"alley | סמטה","NOUN","2100","",""
"ancestry | מוצא | אבות","NOUN","2101","",""
"andiron","NOUN","2102","",""
"andromeda | אנדרומדה","NOUN","2103","",""
"aroma | ארומה | ניחוח","NOUN","2104","",""
"art | אמנות | אומנות","NOUN","2105","",""
"assortment | מבחר | מגוון | אסורטימנט","NOUN","2106","",""
"aura | הילה | אווירה","NOUN","2107","",""
"avalanche | מפולת","NOUN","2108","",""
"bag | sack | תיק | שק | שקית | בתיק","NOUN","2109","",""
"bakery | מאפייה | מאפים","NOUN","2110","",""
"balance | איזון | יתרה","NOUN","2111","",""
"bar | בר | למנוע","NOUN | IMPERATIVE_VERB","2112","",""
"barbershop | מספרה","NOUN","2113","",""
"basket | סל | סלסלה","NOUN","2114","",""
"bath | אמבטיה | רחצה | אמבט","NOUN","2115","",""
"beard | זיפים | זקן","NOUN","2116","",""
"beast","NOUN","2117","",""
"bed | מיטה | מצע | ערוגה","NOUN","2118","",""
"beverage | שתייה","NOUN","2119","",""
"bird | ציפור","NOUN","2120","",""
"blood | דם","NOUN","2121","",""
"blossom | פריחה","NOUN","2122","",""
"board | לוח | בלוח","NOUN","2123","",""
"body | גוף | גופה","NOUN","2124","",""
"boot | מגף","NOUN","2125","",""
"box | קופסה | קופסא","NOUN","2126","",""
"bratwurst | נקניקיה | נקניק","NOUN","2127","",""
"breath | נשימה | נשימת | נישמת","NOUN","2128","",""
"building | בניין | מבנה","NOUN","2129","",""
"bulletin | עלון | ידיעה","NOUN","2130","",""
"burden | נטל | משא","NOUN","2131","",""
"business | עסק | מסחר","NOUN","2132","",""
"cable | כבל","NOUN","2133","",""
"candle | נר","NOUN","2134","",""
"caravan | קרוואן","NOUN","2135","",""
"card | קלף | כרטיס","NOUN","2136","",""
"cardgame","NOUN","2137","",""
"case | מקרה","NOUN","2138","",""
"castle | fort | fortress | manor | palace | טירה","NOUN","2139","",""
"cave | cavern | opening | מערה","NOUN","2140","",""
"ceiling | תקרה","NOUN","2141","",""
"chair | כיסא | כסא | הכיסא | הכסא","NOUN","2142","",""
"cheese | גבינה | חלב","NOUN","2143","",""
"chest | תיבה | לתיבה | תיבת","NOUN","2144","",""
"chicken | עוף | תרנגול","NOUN","2145","",""
"civilization | ציוויליזציה | תרבות","NOUN","2146","",""
"claw | טפר | ציפורן | טפרים | ציפורניים","NOUN","2147","",""
"cloak | גלימה","NOUN","2148","",""
"cloth | בגד","NOUN","2149","",""
"cloud | ענן | עננה","NOUN","2150","",""
"coal | פחם","NOUN","2151","",""
"coffee | קפה","NOUN","2152","",""
"collar | צווארון","NOUN","2153","",""
"component | רכיב | מרכיב | מרכיבים | רכיבים","NOUN","2154","",""
"contents | תוכן | תכולה","NOUN","2155","",""
"coot | ברווזון","NOUN","2156","",""
"cord | חוט","NOUN","2157","",""
"counter | דלפק | מונה","NOUN","2158","",""
"countercurse | קללת | נגד","NOUN","2159","",""
"cover | כיסוי | עטיפה","NOUN","2160","",""
"crewcut","NOUN","2161","",""
"curse | קללה","NOUN | IMPERATIVE_VERB","2162","",""
"dagnabit | דגנביט","NOUN","2163","",""
"danger | סכנה | סיכון","NOUN","2164","",""
"dark | חשוך | אפל | אפלים","NOUN","2165","",""
"dart | חץ","NOUN","2166","",""
"date | תאריך | דייט","NOUN","2167","",""
"dawn | שחר | זריחה","NOUN","2168","",""
"day | יום | יממה","NOUN","2169","",""
"dazzle | סנוור | להדהים","NOUN","2170","",""
"death | מוות","NOUN","2171","",""
"deck | סיפון | חפיסה","NOUN","2172","",""
"desk | שידה | בשידה","NOUN","2173","",""
"detect | לגלות","NOUN","2174","",""
"dirt | לכלוך","NOUN","2175","",""
"dog | כלב","NOUN","2176","",""
"doily | מפית | דולי","NOUN","2177","",""
"door | doorway | בדלת | דלת | הדלת","NOUN","2178","",""
"drawer | מגירה","NOUN","2179","",""
"dress | שמלה","NOUN","2180","",""
"dusk | דמדומים","NOUN","2181","",""
"dust | אבק | אבקת","NOUN","2182","",""
"ember | גחלת","NOUN","2183","",""
"end | סוף | סיום","NOUN","2184","",""
"equipment | ציוד | מתקנים | לציוד","NOUN","2185","",""
"establishment | מוסד | הקמה","NOUN","2186","",""
"evening | ערב","NOUN","2187","",""
"eye | עין","NOUN","2188","",""
"face | פנים | פרצוף","NOUN","2189","",""
"fall | נפילה | סתיו","NOUN | IMPERATIVE_VERB","2190","",""
"farm | חווה | משק","NOUN | IMPERATIVE_VERB","2191","",""
"fence | גדר | גדרות","NOUN | IMPERATIVE_VERB","2192","",""
"field | שדה | שטח","NOUN","2193","",""
"fire | אש","NOUN","2194","",""
"flame | להבה","NOUN","2195","",""
"floor | רצפה","NOUN","2196","",""
"flour | קמח","NOUN","2197","",""
"flower | פרח | פרחים","NOUN","2198","",""
"food | מזון | אוכל","NOUN","2199","",""
"fortune","NOUN","2200","",""
"friend | חבר | ידיד","NOUN","2201","",""
"fur | פרווה | שערות","NOUN","2202","",""
"garden | גן","NOUN","2203","",""
"gargoyle | גרגול","NOUN","2204","",""
"gate | שער | השער","NOUN","2205","",""
"gem | jewel | jewelry | מרגלית","NOUN","2206","",""
"generosity | נדיבות","NOUN","2207","",""
"ghoul | גול","NOUN","2208","",""
"giant | ענק","NOUN","2209","",""
"glove | כפפה","NOUN","2210","",""
"gold | זהב","NOUN","2211","",""
"grandmother | סבתא","NOUN","2212","",""
"greenery","NOUN","2213","",""
"grip | אחיזה","NOUN","2214","",""
"ground | קרקע","NOUN","2215","",""
"guard | חייל | שומר","NOUN","2216","",""
"club | מועדון | אגודה | ארגון | איגוד","NOUN","2217","",""
"hall | אולם | מסדרון | גילדה | היכל","NOUN","2218","",""
"hand | יד","NOUN","2219","",""
"handle | ידית | לטפל","NOUN","2220","",""
"harvest | קציר | יבול","NOUN","2221","",""
"hat | כובע","NOUN","2222","",""
"head | ראש","NOUN","2223","",""
"bobpa | bobpop","NOUN","2224","",""
"heart | לב","NOUN","2225","",""
"herb","NOUN","2226","",""
"heroism | גבורה","NOUN","2227","",""
"holder | מחזיק","NOUN","2228","",""
"chasm | תהום | פער","NOUN","2229","",""
"honey | דבש | סוכר","NOUN","2230","",""
"hook | וו | קרס","NOUN","2231","",""
"horse | סוס","NOUN","2232","",""
"house | בית","NOUN","2233","",""
"hunger | תיאבון","NOUN","2234","",""
"hut | בקתה | צריף","NOUN","2235","",""
"initiate | התחלה | יזום","IMPERATIVE_VERB | NOUN","2236","",""
"ink | דיו | צבע","NOUN","2237","",""
"inkwell | קסת","NOUN","2238","",""
"hotel | inn | restaurant | מלון | פונדק | מסעדה","NOUN","2239","",""
"instruction | הוראה | הנחיה","NOUN","2240","",""
"iron | ברזל | מגהץ","NOUN","2241","",""
"jail | כלא","NOUN","2242","",""
"bottle | flask | jar | בקבוק | צנצנת","NOUN","2243","",""
"job | עבודה | משרה","NOUN","2244","",""
"joke | בדיחה | פתגם","NOUN","2245","",""
"junk","NOUN","2246","",""
"killing | הרג","NOUN","2247","",""
"kindness","NOUN","2248","",""
"kitchen | מטבח","NOUN","2249","",""
"lake | אגם | בריכה","NOUN","2250","",""
"lamb | כבש | טלה","NOUN","2251","",""
"lamp | מנורה","NOUN","2252","",""
"land | אדמה | לאדמה","NOUN | IMPERATIVE_VERB","2253","",""
"leaf | עלה | עלים","NOUN","2254","",""
"lid | מכסה","NOUN","2255","",""
"life | חיים","NOUN","2256","",""
"lightning | ברק","NOUN","2257","",""
"line | קו | שורה","NOUN","2258","",""
"cheesecloth | linen | פשתן","NOUN","2259","",""
"lodging | לינה","NOUN","2260","",""
"log | בול","NOUN","2261","",""
"loss | אובדן | הפסד","NOUN","2262","",""
"luck | מזל","NOUN","2263","",""
"mana | קסום","NOUN","2264","",""
"mansion | אחוזה","NOUN","2265","",""
"mantle | שכמייה","NOUN","2266","",""
"meat | בשר","NOUN","2267","",""
"member","NOUN","2268","",""
"menu | תפריט","NOUN","2269","",""
"message | הודעה | מסר","NOUN","2270","",""
"metal | מתכת","NOUN","2271","",""
"midnight | חצות","NOUN","2272","",""
"mirror | מראה | משקף | מראת","NOUN","2273","",""
"moon | ירח","NOUN","2274","",""
"morning | בוקר","NOUN","2275","",""
"moss | טחב","NOUN","2276","",""
"mummy | מומיה","NOUN","2277","",""
"music | מוזיקה | לחן | נגינה","NOUN","2278","",""
"name | שם | כינוי | לשם","NOUN","2279","",""
"necklace | קולר","NOUN","2280","",""
"necromancer | נקרומנסר","NOUN","2281","",""
"needle | מחט | סיכה","NOUN","2282","",""
"night | לילה","NOUN","2283","",""
"nincompoop | טיפש","NOUN","2284","",""
"noon | צהריים","NOUN","2285","",""
"nose | אף | נחיר","NOUN","2286","",""
"nothing | כלום","NOUN","2287","",""
"office | משרד","NOUN","2288","",""
"grease | lotion | oil | unguent | קרם | משחה | אל-מתים | במשחה","NOUN","2289","",""
"onklunk | אוקלנק","NOUN","2290","",""
"orchard | פרדס | מטע","NOUN","2291","",""
"page | דף","NOUN","2292","",""
"pair | זוג","NOUN","2293","",""
"pastime | שעשוע | תחביב","NOUN","2294","",""
"path | שביל | דרך","NOUN","2295","",""
"peace | שלום | שלווה | שלוות","NOUN","2296","",""
"peacock | טווס","NOUN","2297","",""
"peak | שיא","NOUN","2298","",""
"pearl | פנינה | פנינים","NOUN","2299","",""
"pen | עט","NOUN","2300","",""
"pig | חזיר | חזרזיר","NOUN","2301","",""
"pipe | צינור | משאבה | מקטרת","NOUN","2302","",""
"place | מקום | אתר | מקומות","NOUN | IMPERATIVE_VERB","2303","",""
"plank | קרש","NOUN","2304","",""
"plant | צמח | שתיל","NOUN","2305","",""
"plaster | טיח | פלסטר","NOUN","2306","",""
"plate | צלחת","NOUN","2307","",""
"pleasure | הנאה | תענוג","NOUN","2308","",""
"pocket | כיס | כיסון","NOUN","2309","",""
"pod | קפסולה","NOUN","2310","",""
"pole | עמוד | מוט","NOUN","2311","",""
"politics | פוליטיקה | מדיניות","NOUN","2312","",""
"portrait | דיוקן","NOUN","2313","",""
"possession | רכוש | בעלות","NOUN","2314","",""
"post | פוסט","NOUN","2315","",""
"potion | שיקוי | מרקחת | שיקויים","NOUN","2316","",""
"power | כוח","NOUN","2317","",""
"prisoner | אסיר | שבוי","NOUN","2318","",""
"produce | תוצרת","NOUN","2319","",""
"protection | הגנה | שמירה","NOUN","2320","",""
"purse | ארנק | בארנק","NOUN","2321","",""
"quest | משימה | חיפוש | הרפתקאות | משימות","NOUN","2322","",""
"railing | מעקה","NOUN","2323","",""
"range | טווח | סדרה","NOUN","2324","",""
"reflection | השתקפות | רפלקציה","NOUN","2325","",""
"registration | רישום | הרשמה","NOUN","2326","",""
"result | תוצאה | פלט","NOUN","2327","",""
"reversal | הפיכה","NOUN","2328","",""
"rhyme | חרוז | שיר","NOUN","2329","",""
"river | נהר | פלג","NOUN","2330","",""
"road | כביש","NOUN","2331","",""
"robbery | שוד","NOUN","2332","",""
"rocker | רוקר | מנוף","NOUN","2333","",""
"roof | גג","NOUN","2334","",""
"rope | חבל | בחבל","NOUN","2335","",""
"rule | כלל | חוקה","NOUN","2336","",""
"safe | כספת | בכספת","NOUN","2337","",""
"sale | מכירה | הנחה","NOUN","2338","",""
"salt | מלח","NOUN","2339","",""
"sand | חול | חוף","NOUN","2340","",""
"coffin | סרקופגוס","NOUN","2341","",""
"sauce | רוטב","NOUN","2342","",""
"sauerkraut | סאוורקראוט","NOUN","2343","",""
"scenery | תפאורה","NOUN","2344","",""
"schwertfisch","NOUN","2345","",""
"scissors | מספריים","NOUN","2346","",""
"scroll | מגילה | גלילה","NOUN","2347","",""
"scrollwork | קישוטים","NOUN","2348","",""
"secret | סוד | חידוש","NOUN","2349","",""
"section | קטע | חלק","NOUN","2350","",""
"seed | זרע | גרעין","NOUN","2351","",""
"servant | משרת | עבד","NOUN","2352","",""
"service | שירות | מסירה","NOUN","2353","",""
"shutter | תריס | סגר","NOUN","2354","",""
"sign | סימן | לחתום","NOUN | IMPERATIVE_VERB","2355","",""
"silk | משי | בד","NOUN","2356","",""
"silver | כסף","NOUN","2357","",""
"sir | גביר","NOUN","2358","",""
"skin | עור | קליפה","NOUN","2359","",""
"sky | שמיים | מרקיע","NOUN","2360","",""
"smoke | עשן","NOUN","2361","",""
"spell | לחש | לחשים","NOUN","2362","",""
"spice | תבלין","NOUN","2363","",""
"spring | אביב | מעיין","NOUN","2364","",""
"stable | אסטבל | יציב","NOUN","2365","",""
"staircase | מדרגות","NOUN","2366","",""
"stamina | סיבולת","NOUN","2367","",""
"star | כוכב","NOUN","2368","",""
"starvation | רעב","NOUN","2369","",""
"steak | סטייק","NOUN","2370","",""
"soup | מרק | תבשיל","NOUN","2371","",""
"stick | מקל","NOUN","2372","",""
"storage | אחסון | מחסן","NOUN","2373","",""
"fable | אגדה | סיפור","NOUN","2374","",""
"stove | כיריים","NOUN","2375","",""
"street | רחוב","NOUN","2376","",""
"string | מחרוזת","NOUN","2377","",""
"stuff | חפצים | דברים","NOUN | IMPERATIVE_VERB","2378","",""
"summer | קיץ","NOUN","2379","",""
"supply | אספקה","NOUN","2380","",""
"sun | שמש","NOUN","2381","",""
"surface | משטח","NOUN","2382","",""
"sweat | זיעה | מאמץ | זיעת","NOUN","2383","",""
"swordfish | שוורטפיש","NOUN","2384","",""
"table | שולחן | טבלה | השולחן","NOUN","2385","",""
"tangle | סבך | קשר","NOUN","2386","",""
"tapestry | קישוט","NOUN","2387","",""
"tattoo | קעקוע","NOUN","2388","",""
"tavern | טברנה | פאב","NOUN","2389","",""
"tea | תה","NOUN","2390","",""
"teacup","NOUN","2391","",""
"stealing | גניבה | חטיפה","NOUN","2392","",""
"thirst | צמא","NOUN","2393","",""
"time | זמן","NOUN","2394","",""
"implement | כלי | מכשיר | מכשירים | כלים","NOUN","2395","",""
"tourist | תייר | מבקר | תיירים","NOUN","2396","",""
"toy | צעצוע","NOUN","2397","",""
"trash | פסולת","NOUN","2398","",""
"tree | עץ","NOUN","2399","",""
"trigger | טריגר | מפעיל","NOUN","2400","",""
"trophy | גביע","NOUN","2401","",""
"trouble | בעיה | צרה","NOUN","2402","",""
"trout | פורל","NOUN","2403","",""
"trunk | גזע","NOUN","2404","",""
"turban | טורבן","NOUN","2405","",""
"clem | clemmy","NOUN","2406","",""
"user | משתמש | יוזר","NOUN","2407","",""
"valley | עמק | בקעה","NOUN","2408","",""
"valuable | יקר","NOUN","2409","",""
"vampire | ערפד","NOUN","2410","",""
"vase | אגרטל","NOUN","2411","",""
"vein | וריד","NOUN","2412","",""
"vigor | עוז | מרץ","NOUN","2413","",""
"voice | קול | דיבור","NOUN","2414","",""
"wall | קיר | חומה","NOUN","2415","",""
"water | מים | נוזל","NOUN","2416","",""
"waterskin","NOUN","2417","",""
"weapon | נשק","NOUN","2418","",""
"wheel | גלגל | מכונה","NOUN","2419","",""
"window | חלון","NOUN","2420","",""
"wine | יין","NOUN","2421","",""
"winter | חורף","NOUN","2422","",""
"word | מילה | ביטוי","NOUN","2423","",""
"world | עולם","NOUN","2424","",""
"zap | זאפ","NOUN","2425","",""
"zombie | זומבי | מתהלך","NOUN","2426","",""
"42","NOUN","2427","",""
"dagger | סכין | פגיון","NOUN","2428","",""
"lantern | פנס","NOUN","2429","",""
"leather","NOUN","2430","",""
"magic | קסם","NOUN","2431","",""
"ration | מנות | מנת","NOUN","2432","",""
"shield | מגן","NOUN","2433","",""
"torch | לפיד | להאיר","NOUN | IMPERATIVE_VERB","2434","",""
"wand | שרביט | מטה","NOUN","2435","",""
"armor | שריון","NOUN","2436","",""
"chainmail | מיגון","NOUN","2437","",""
"backpack | תרמיל","NOUN","2438","",""
"blade | להב","NOUN","2439","",""
"advice | עצה | המלצה","NOUN","2440","",""
"ball | sphere | כדור","NOUN","2441","",""
"bandana | kerchief | מטפחת","NOUN","2442","",""
"barrel | cask | keg | חבית","NOUN","2443","",""
"beam | timber | קורה","NOUN","2444","",""
"beet | cabbage | cherry | corn | fig | grape | lettuce | onion | orange | peach | pear | tomato | סלק | כרוב | דובדבן | תירס | תאנה | ענב | חסה | בצל | תפוז | אפרסק | אגס | עגבנייה","NOUN","2445","",""
"ale | beer | בירה","NOUN","2446","",""
"book | novel | ספר | בספר","NOUN","2447","",""
"bookcase | bookshelf","NOUN","2448","",""
"boob | booby | breast | jug | knocker | tit | titty","NOUN","2449","",""
"bowl | dish | קערה","NOUN","2450","",""
"brick | stone | לבנה | לבנים","NOUN","2451","",""
"bush | foilage | shrub | shrubbery | undergrowth | שיח | עלווה | יערה | צמחייה","NOUN","2452","",""
"ass | asshole | butt","NOUN","2453","",""
"birdcage | cage | כלוב | סוגר | בכלוב","NOUN","2454","",""
"chain | shackle | שרשרת | שרשראות | שרשרות","NOUN","2455","",""
"awning | canopy | סוכך | חופה | מרקיזה","NOUN","2456","",""
"cart | wagon | עגלה | קרון","NOUN","2457","",""
"boss | chief | בוס | מפקד","NOUN","2458","",""
"cliff | hillside | צוק | מדרון","NOUN","2459","",""
"clothes | clothing | garment | בגדים | לבוש","NOUN","2460","",""
"cock | dick | dork | hardon | penis | phallus | schlong","NOUN","2461","",""
"cocksucker | motherfucker | ממזר | מקלל","NOUN","2462","",""
"couch | sofa | ספה | כורסה","NOUN","2463","",""
"daggerboard | dartboard","NOUN","2464","",""
"feather | quill | נוצה | קולמוס","NOUN","2465","",""
"fenrus | mouse | rat | פנרוס | עכבר | חולדה","NOUN","2466","",""
"due | fee | חוב | עמלה","NOUN","2467","",""
"fireball | firedart | flamedart","NOUN","2468","",""
"chimney | fireplace | hearth | ארובה | אח | קמין","NOUN","2469","",""
"feet | foot | paw | רגליים | כף","NOUN","2470","",""
"forest | wood | יער | חורש","NOUN","2471","",""
"apple | fruit | תפוח | פרי | פירות | תפוחים","NOUN","2472","",""
"ghost | spirit | spook | רוח | פנטום | רוחות","NOUN","2473","",""
"cup | glass | כוס | זכוכית","NOUN","2474","",""
"drygoods | goods | יבשים | סחורה | מוצרים","NOUN","2475","",""
"grate | grill | גריל","NOUN","2476","",""
"home | homeland | מולדת","NOUN","2477","",""
"kit | toolkit | ערכה | ערכת","NOUN","2478","",""
"grass | lawn | דשא | מדשאה | עשב","NOUN","2479","",""
"levitate | levitation | לרחף | ריחוף | רחף","IMPERATIVE_VERB | NOUN","2480","",""
"certificate | id | license | תעודה | רישיון","NOUN","2481","",""
"alm | cash | coin | money | נדבה | מזומן | מטבע | מטבעות","NOUN","2482","",""
"breakfast | dinner | meal | supper | ארוחה | סעודה","NOUN","2483","",""
"dinnertime | mealtime | suppertime","NOUN","2484","",""
